City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
418,sinabang,2.4803,96.3801,82.18,76,74,4.34,ID
419,pangoa,-12.1167,-73.0,68.95,77,45,2.24,PE
420,polyarnyy,69.1989,33.4478,51.49,90,100,6.96,RU
421,orsa,54.5153,30.4053,57.74,95,100,10.13,BY
422,broken hill,-31.95,141.4333,54.16,48,0,8.68,AU
423,papao,-17.75,-149.55,74.88,91,47,8.75,PF
424,yerofey pavlovich,53.9667,121.9667,66.67,81,70,0.83,RU
425,hassi messaoud,31.6804,6.0729,116.46,6,0,12.66,DZ
426,pyshma,56.9523,63.2513,73.26,56,64,4.45,RU
427,sao lourenco,-22.1164,-45.0544,65.89,59,1,0.45,BR
428,jabor,5.921,169.6434,81.27,77,96,1.88,MH
429,atar,20.5169,-13.0499,102.25,24,49,11.5,MR
430,pangody,65.85,74.4859,77.04,58,68,10.69,RU
431,khandyga,62.6667,135.6,58.15,90,92,3.02,RU
432,hanting,36.7708,119.2108,76.77,82,100,10.94,CN
433,valparaiso,-33.0393,-71.6273,47.84,93,67,3.44,CL
434,salinopolis,-0.6136,-47.3561,81.21,82,84,9.17,BR
435,bandar lampung,-5.4254,105.258,75.13,85,69,4.65,ID
436,la ronge,55.1001,-105.2842,62.85,67,100,5.75,CA
437,la'ie,21.6477,-157.9253,78.76,80,15,4.0,US
438,acapulco de juarez,16.8634,-99.8901,80.42,78,75,6.91,MX
439,gardez,33.5974,69.2259,79.7,37,25,4.18,AF
440,yei,4.095,30.6779,76.93,82,95,4.23,SS
441,vadso,70.0744,29.7487,54.48,87,100,8.05,NO
442,khovd,48.0056,91.6419,77.49,29,68,7.52,MN
443,belyy yar,53.6039,91.3903,73.29,56,0,4.47,RU
444,figuig (centre),32.1089,-1.2286,103.1,8,0,10.89,MA
445,maceio,-9.6658,-35.7353,78.24,78,75,6.91,BR
446,yemva,62.59,50.8594,68.81,54,66,4.5,RU
447,roma,43.2128,-75.4557,71.87,90,0,3.44,US
448,chiredzi,-21.05,31.6667,77.05,35,31,8.99,ZW
449,kalymnos,36.95,26.9833,94.53,52,0,10.36,GR
450,monrovia,6.3005,-10.7969,83.97,92,100,5.84,LR
451,meizhou,24.2977,116.1072,83.61,70,69,2.77,CN
452,loango,-4.6719,11.8312,75.97,70,68,8.39,CG
453,bonthe,7.5264,-12.505,80.13,82,100,9.62,SL
454,vallenar,-28.5708,-70.7581,56.01,65,33,1.88,CL
455,vila velha,-20.3297,-40.2925,75.15,89,40,5.75,BR
456,yingchuan,34.1628,113.4639,83.3,65,2,6.11,CN
457,san antonio de pale,-1.4014,5.6325,73.78,89,92,10.85,GQ
458,topeka,39.0483,-95.678,85.89,56,0,12.66,US
459,niafunke,15.9322,-3.9906,99.39,30,12,11.07,ML
460,north shore,-36.8,174.75,47.46,84,5,5.37,NZ
461,waingapu,-9.6567,120.2641,73.81,80,41,12.26,ID
462,alofi,-19.0595,-169.9187,64.29,94,38,1.14,NU
463,ghadamis,30.1337,9.5007,111.43,6,0,7.52,LY
464,thunder bay,48.4001,-89.3168,64.38,94,100,3.44,CA
465,sebastian,35.1668,-94.2669,77.59,74,13,2.73,US
466,antalaha,-14.9003,50.2788,78.13,65,62,14.67,MG
467,hotan,37.0997,79.9269,92.5,19,16,5.14,CN
468,kavieng,-2.5744,150.7967,82.51,75,100,8.79,PG
469,abou el hassan,36.4166,1.1962,96.24,36,0,6.22,DZ
470,port douglas,-16.4833,145.4667,72.18,81,97,19.75,AU
471,prince rupert,54.3161,-130.3201,55.49,96,100,6.91,CA
472,sao gabriel da cachoeira,-0.1303,-67.0892,76.8,94,0,3.44,BR
473,aykhal,66.0,111.5,65.88,60,94,12.15,RU
474,conil de la frontera,36.2772,-6.0885,74.98,60,0,11.05,ES
475,mojkovac,42.9604,19.5833,79.05,34,42,12.88,ME
476,huntingburg,38.2989,-86.955,78.71,94,20,6.91,US
477,reyes,-14.3167,-67.3833,73.56,94,75,0.0,BO
478,itacare,-14.2775,-38.9967,72.12,88,95,1.19,BR
479,bridgetown,13.1,-59.6167,84.69,84,40,16.11,BB
480,morant bay,17.8815,-76.4093,82.02,82,100,6.78,JM
481,san fernando de apure,7.8878,-67.4724,73.99,96,100,0.98,VE
482,cafayate,-26.073,-65.9761,56.12,33,3,1.05,AR
483,sao joao da barra,-21.6403,-41.0511,71.69,84,95,16.89,BR
484,dahlonega,34.5326,-83.9849,75.54,94,0,2.59,US
485,rundu,-17.9333,19.7667,87.04,11,0,7.65,NA
486,shizuishan,39.2333,106.7694,88.16,30,100,11.14,CN
487,crucecita,-28.95,-58.9833,54.09,89,95,6.15,AR
488,newman,37.3138,-121.0208,71.29,80,0,1.01,US
489,dindima,10.2263,10.1513,96.15,34,84,3.27,NG
490,selfoss,63.9331,-20.9971,62.04,66,99,7.67,IS
491,niimi,34.9833,133.4667,82.8,88,84,2.28,JP
492,saint-jean-de-maurienne,45.1667,6.5833,55.04,48,47,9.62,FR
493,hasaki,35.7333,140.8333,82.31,86,6,9.75,JP
494,namibe,-15.1961,12.1522,68.81,69,2,10.07,AO
495,walvis bay,-22.9575,14.5053,60.1,52,0,14.83,NA
496,dalandzadgad,43.5708,104.425,81.23,23,1,11.74,MN
497,mata-utu,-13.2816,-176.1745,79.54,76,100,16.37,WF
498,raduzhny,62.0961,77.475,74.97,52,60,7.05,RU
499,kirakira,-10.4544,161.9205,79.52,88,100,11.72,SB
500,steinbach,50.1667,8.5667,67.51,63,40,14.97,DE
501,ipatovo,45.7181,42.9036,91.87,24,2,11.14,RU
502,uttar char fasson,22.2332,90.7132,83.8,83,100,15.97,BD
503,ephraim,39.3597,-111.5863,68.27,58,69,3.98,US
504,lagoa,39.05,-27.9833,70.3,76,0,6.76,PT
505,enriquillo,17.9,-71.2333,76.68,69,49,9.06,DO
506,turpan,42.9333,89.1667,112.78,7,0,5.21,CN
507,al qubbah,32.7616,22.2424,98.8,15,0,19.28,LY
508,urucara,-2.5364,-57.76,81.81,52,4,3.31,BR
509,wrzesnia,52.3251,17.5652,67.87,48,100,10.29,PL
510,konstantinovka,49.6167,127.9833,75.43,70,37,6.29,RU
511,nobres,-14.7203,-56.3275,76.69,39,0,5.79,BR
512,haikou,20.0458,110.3417,84.33,79,0,4.47,CN
513,zaragoza,41.6561,-0.8773,81.05,36,0,14.97,ES
514,puerto gaitan,4.3133,-72.0816,75.85,88,75,4.16,CO
515,san juan,-31.5375,-68.5364,47.84,57,1,6.17,AR
516,campulung moldovenesc,47.5333,25.5667,68.58,87,82,3.09,RO
517,ebon,4.582,168.6964,82.08,74,96,5.1,MH
518,sabang,5.8933,95.3214,83.08,80,100,21.72,ID
519,vanimo,-2.6741,141.3028,78.73,91,99,8.1,PG
520,siwa oasis,29.2041,25.5195,103.75,12,0,12.46,EG
521,fort bragg,35.139,-79.006,81.19,88,0,1.99,US
522,patnanungan,14.7833,122.1833,82.78,81,100,22.91,PH
523,alice springs,-23.7,133.8833,60.35,55,100,0.0,AU
524,hlusk,52.903,28.6845,71.82,58,91,5.23,BY
525,cestos city,5.46,-9.5828,79.11,83,97,10.49,LR
526,goulburn,-34.75,149.7167,37.78,85,5,4.0,AU
527,mpika,-11.8343,31.4529,72.68,32,3,11.12,ZM
528,aripuana,-9.1667,-60.6333,76.33,53,10,0.34,BR
529,novodvinsk,64.4165,40.8122,72.09,44,70,6.87,RU
530,bocas del toro,9.3333,-82.25,75.0,84,94,9.46,PA
531,aldinga beach,-35.2793,138.4604,56.08,65,0,7.45,AU
532,akrehamn,59.2667,5.1833,63.21,77,20,8.05,NO
533,hillsborough,37.5741,-122.3794,61.2,90,20,6.91,US
534,xique xique,-10.8217,-42.7311,74.98,58,1,17.9,BR
535,salzburg,47.7994,13.044,62.47,86,75,2.3,AT
536,rongelap,11.1635,166.8941,83.32,79,100,16.11,MH
537,san sebastian de la gomera,28.0916,-17.1133,82.38,73,40,9.22,ES
538,midvagur,62.0511,-7.1939,52.63,76,20,3.44,FO
539,fairbanks,64.8378,-147.7164,67.82,86,20,6.91,US
540,gokwe,-18.2048,28.9349,75.69,26,100,6.69,ZW
541,kotlas,61.2611,46.6556,74.59,39,98,5.97,RU
542,askoy,60.4092,5.226,69.94,59,40,5.75,NO
543,hadibu,12.65,54.0333,80.82,64,56,26.49,YE
544,guantanamo,20.1444,-75.2092,80.17,76,88,5.28,CU
545,kalamata,37.0389,22.1142,96.57,32,0,9.22,GR
546,ordynskoye,54.3656,81.8994,82.09,34,79,8.63,RU
547,gaigeturi,33.4644,126.3183,82.45,83,75,1.14,KR
548,ayang-ni,38.2431,125.78,75.29,93,100,4.38,KP
549,quellon,-43.1167,-73.6167,43.05,93,100,2.3,CL
550,gannavaram,16.5333,80.8,79.79,89,100,11.5,IN
551,verkhniy baskunchak,48.2256,46.7217,94.75,20,6,5.57,RU
552,kuala belait,4.5833,114.1833,84.36,83,92,6.87,BN
553,correntina,-13.3433,-44.6367,75.97,42,3,6.33,BR
554,peterhead,57.5058,-1.7981,62.46,68,32,7.31,GB
555,panjab,34.388,67.0233,78.58,20,88,15.57,AF
556,priob'ye,62.5206,65.5964,62.91,91,100,5.91,RU
557,gorey,52.6747,-6.2925,62.58,99,100,13.38,IE
558,al majaridah,19.1236,41.9111,106.86,17,75,14.97,SA
559,bealanana,-14.55,48.7333,72.59,40,37,10.94,MG
560,dryden,49.7833,-92.7503,66.49,94,75,4.61,CA
561,shenjiamen,29.9576,122.298,78.89,90,100,10.56,CN
562,burutu,5.3509,5.5076,86.13,63,83,10.74,NG
563,taoudenni,22.6783,-3.9836,116.64,5,40,9.31,ML
564,price,39.5994,-110.8107,63.66,59,20,5.75,US
